Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
16 DEC 2025,ABHAPOWER,SM,ABHA POWER N STEEL LTD   ,Listed    ,16 DEC 2025,              10.00,          18587830,             33.00,      613398390.00 
16 DEC 2025,ABINFRA,EQ,A B INFRABUILD LIMITED   ,Listed    ,16 DEC 2025,               1.00,         638789360,             19.00,    12130609946.40   
16 DEC 2025,ABLBL,EQ,ADITYA BIRLA LIFES BRAN L,Listed    ,16 DEC 2025,              10.00,        1220294773,            126.90,   154855406693.70     
16 DEC 2025,ABMINTLLTD,EQ,ABM INTERNATIONAL LTD    ,Listed    ,16 DEC 2025,              10.00,           9408000,             42.65,      401345280.00
16 DEC 2025,ABNINT,IT,A B N INTERCORP LIMITED  ,Listed    ,Not Traded ,              10.00,            419532,            200.00,       83906400.00    
16 DEC 2025,ABREL,EQ,ADITYA BIRLA REAL EST LTD,Listed    ,16 DEC 2025,              10.00,         111695680,           1700.40,   189927334272.00     
16 DEC 2025,ABSLAMC,EQ,ADIT BIRL SUN LIF AMC LTD,Listed    ,16 DEC 2025,               5.00,         288658807,            769.75,   222195116688.25   
16 DEC 2025,ABSMARINE,SM,ABS MARINE SERVICES LTD  ,Listed    ,16 DEC 2025,              10.00,          24550000,            202.05,     4960327500.00 
16 DEC 2025,ACC,EQ,ACC LIMITED              ,Listed    ,16 DEC 2025,              10.00,         187787263,           1771.40,   332646357678.20       
16 DEC 2025,ACCELYA,EQ,ACCELYA SOLN INDIA LTD   ,Listed    ,16 DEC 2025,              10.00,          14926261,           1311.70,    19578776553.70   
16 DEC 2025,ACCENTMIC,SM,ACCENT MICROCELL LIMITED ,Listed    ,16 DEC 2025,              10.00,          23989020,            344.65,     8267815743.00 
16 DEC 2025,ACCORD,SM,ACCORD SYNERGY LIMITED   ,Listed    ,12 DEC 2025,              10.00,           3472000,             26.35,       91487200.00    
16 DEC 2025,ACCPL,ST,ACCRETION PHARMA LIMITED ,Listed    ,16 DEC 2025,              10.00,          11116000,             90.85,     1009888600.00     
16 DEC 2025,ACCURACY,EQ,ACCURACY SHIPPING LIMITED,Listed    ,16 DEC 2025,               1.00,         150560000,              5.60,      844641600.00  
16 DEC 2025,ACE,EQ,ACTION CONST EQUIP LTD   ,Listed    ,16 DEC 2025,               2.00,         119083196,            975.30,   116141841058.80       
16 DEC 2025,ACEINTEG,EQ,ACE INTEGRATED SOLU. LTD.,Listed    ,16 DEC 2025,              10.00,          10200000,             21.95,      223788000.00  
16 DEC 2025,ACI,EQ,ARCHEAN CHEMICAL IND LTD ,Listed    ,16 DEC 2025,               2.00,         123427682,            508.00,    62701262456.00       
16 DEC 2025,ACL,EQ,ANDHRA CEMENTS LIMITED   ,Listed    ,16 DEC 2025,              10.00,          92172140,             72.15,     6649298179.60       
16 DEC 2025,ACMESOLAR,EQ,ACME SOLAR HOLDINGS LTD  ,Listed    ,16 DEC 2025,               2.00,         605087781,            230.90,   139726870388.50 
16 DEC 2025,ACTIVEINFR,SM,ACTIVE INFRASTRUCTURES L ,Listed    ,16 DEC 2025,               5.00,          15015016,            171.00,     2567567736.00
16 DEC 2025,ACUTAAS,EQ,ACUTAAS CHEMICALS LIMITED,Listed    ,16 DEC 2025,               5.00,          81868922,           1694.40,   138718701436.80   
16 DEC 2025,ADANIENSOL,EQ,ADANI ENERGY SOLUTION LTD,Listed    ,16 DEC 2025,              10.00,        1201282642,            994.30,  1194435330940.60
16 DEC 2025,ADANIENT,EQ,ADANI ENTERPRISES LIMITED,Listed    ,16 DEC 2025,               1.00,        1154180729,           2247.90,  2594482860719.10  
16 DEC 2025,ADANIGREEN,EQ,ADANI GREEN ENERGY LTD   ,Listed    ,16 DEC 2025,              10.00,        1622596235,           1028.20,  1668353448827.00
16 DEC 2025,ADANIPORTS,EQ,ADANI PORT & SEZ LTD     ,Listed    ,16 DEC 2025,               2.00,        2160138945,           1499.00,  3238048278555.00
16 DEC 2025,ADANIPOWER,EQ,ADANI POWER LTD          ,Listed    ,16 DEC 2025,               2.00,       19284694705,            145.35,  2802644681477.65
16 DEC 2025,ADFFOODS,EQ,ADF FOODS LIMITED        ,Listed    ,16 DEC 2025,               2.00,         109863595,            218.05,    23954658253.80  
16 DEC 2025,ADL,EQ,ARCHIDPLY DECOR LIMITED  ,Listed    ,16 DEC 2025,              10.00,           5566250,             82.40,      458659000.00       
16 DEC 2025,ADOR,EQ,ADOR WELDING LTD         ,Listed    ,16 DEC 2025,              10.00,          17402815,           1040.00,    18098927600.00      
16 DEC 2025,ADROITINFO,EQ,ADROIT INFOTECH LIMITED  ,Listed    ,16 DEC 2025,              10.00,          54177208,             10.15,      549356889.10
16 DEC 2025,ADSL,EQ,ALLIED DIGITAL SERV. LTD ,Listed    ,16 DEC 2025,               5.00,          56427803,            156.10,     8809508604.35      
16 DEC 2025,ADVANCE,EQ,ADVANCE AGROLIFE LIMITED ,Listed    ,16 DEC 2025,              10.00,          64285720,            118.30,     7606286390.40   
16 DEC 2025,ADVANIHOTR,EQ,ADVANI HOT.& RES.(I) LTD ,Listed    ,16 DEC 2025,               2.00,          92438500,             57.40,     5304121130.00
16 DEC 2025,ADVENTHTL,EQ,ADVENT HOTELS INTERNATI L,Listed    ,16 DEC 2025,              10.00,          53942887,            211.00,    11381949157.00 
16 DEC 2025,ADVENZYMES,EQ,ADVANCED ENZYME TECH LTD ,Listed    ,16 DEC 2025,               2.00,         111881150,            306.20,    34258008130.00
16 DEC 2025,AEGISLOG,EQ,AEGIS LOGISTICS LIMITED  ,Listed    ,16 DEC 2025,               1.00,         351000000,            741.30,   260196300000.00  
16 DEC 2025,AEGISVOPAK,EQ,AEGIS VOPAK TERMINALS LTD,Listed    ,16 DEC 2025,              10.00,        1107991489,            254.70,   282205432248.30
16 DEC 2025,AEQUS,EQ,AEQUS LIMITED            ,Listed    ,16 DEC 2025,              10.00,         670665635,            140.00,    93886482243.65     
16 DEC 2025,AEROFLEX,EQ,AEROFLEX INDUSTRIES LTD  ,Listed    ,16 DEC 2025,               2.00,         129320370,            179.85,    23255682137.10  
16 DEC 2025,AERON,SM,AERON COMPOSITE LIMITED  ,Listed    ,16 DEC 2025,              10.00,          17020000,             99.00,     1684980000.00     
16 DEC 2025,AESTHETIK,SM,AESTHETIK ENGINEERS LTD  ,Listed    ,15 DEC 2025,              10.00,          17220175,            103.00,     1773678025.00 
16 DEC 2025,AETHER,EQ,AETHER INDUSTRIES LIMITED,Listed    ,16 DEC 2025,              10.00,         132590241,            864.30,   114597745296.30    
16 DEC 2025,AFCONS,EQ,AFCONS INFRASTRUCTURE LTD,Listed    ,16 DEC 2025,              10.00,         367784631,            396.05,   145661103107.55    
16 DEC 2025,AFFLE,EQ,AFFLE 3I LIMITED         ,Listed    ,16 DEC 2025,               2.00,         140640216,           1711.60,   240719793705.60     
16 DEC 2025,AFFORDABLE,EQ,AFFORD ROBO & AUTO LTD   ,Listed    ,16 DEC 2025,              10.00,          11246266,            212.95,     2395117270.00
16 DEC 2025,AFIL,EQ,AKME FINTRADE (INDIA) LTD,Listed    ,16 DEC 2025,               1.00,         426749960,              6.90,     2936039724.80      
16 DEC 2025,AFSL,EQ,ABANS FINANCIAL SRVCS LTD,Listed    ,16 DEC 2025,               2.00,          50610040,            201.00,    10173124140.40      
16 DEC 2025,AGARIND,EQ,AGARWAL INDS CORP LTD.   ,Listed    ,16 DEC 2025,              10.00,          14957789,            697.35,    10430814159.15   
16 DEC 2025,AGARWALEYE,EQ,DR AGARWALS HEALTH CARE L,Listed    ,16 DEC 2025,               1.00,         316158357,            491.45,   155376024547.65
16 DEC 2025,AGARWALFT,SM,AGARWAL FLOAT GLASS I LTD,Listed    ,16 DEC 2025,              10.00,           7243488,             40.50,      293361264.00 
16 DEC 2025,AGARWALTUF,SM,AGARWAL TOUGH GLASS IND L,Listed    ,16 DEC 2025,              10.00,          17674600,            126.05,     2227883330.00
16 DEC 2025,AGI,EQ,AGI GREENPAC LIMITED     ,Listed    ,16 DEC 2025,               2.00,          64697381,            721.90,    46705039343.90       
16 DEC 2025,AGIIL,EQ,AGI INFRA LIMITED        ,Listed    ,16 DEC 2025,               1.00,         122167200,            266.55,    32563667160.00     
16 DEC 2025,AGNI,SM,AGNI GREEN POWER LTD     ,Listed    ,16 DEC 2025,              10.00,          19534800,             23.30,      455160840.00      
16 DEC 2025,AGRITECH,EQ,AGRI-TECH (INDIA) LIMITED,Listed    ,16 DEC 2025,              10.00,           5940000,            168.50,     1001008800.00  
16 DEC 2025,AGROPHOS,EQ,AGRO PHOS INDIA LIMITED  ,Listed    ,16 DEC 2025,              10.00,          20274115,             38.05,      771227334.60  
16 DEC 2025,AGSTRA,BZ,AGS TRANSACT TECH LTD    ,Listed    ,16 DEC 2025,              10.00,         128433076,              4.15,      534281596.15    
16 DEC 2025,AGUL,SM,A G UNIVERSAL LIMITED    ,Listed    ,16 DEC 2025,              10.00,           5484000,             64.80,      355363200.00      
16 DEC 2025,AHCL,BE,ANLON HEALTHCARE LIMITED ,Listed    ,16 DEC 2025,              10.00,          53151500,            139.45,     7412508190.00      
16 DEC 2025,AHIMSA,ST,AHIMSA INDUSTRIES LTD.   ,Listed    ,05 DEC 2025,              10.00,           5473990,             25.00,      136849750.00    
16 DEC 2025,AHLADA,EQ,AHLADA ENGINEERS LIMITED ,Listed    ,16 DEC 2025,              10.00,          12921000,             49.80,      643336590.00    
16 DEC 2025,AHLEAST,EQ,ASIAN HOTELS (EAST) LTD  ,Listed    ,16 DEC 2025,              10.00,          17291696,            133.05,     2301005986.70   
16 DEC 2025,AHLUCONT,EQ,AHLUWALIA CONT IND LTD   ,Listed    ,16 DEC 2025,               2.00,          66987560,            952.45,    63802301522.00  
16 DEC 2025,AIAENG,EQ,AIA ENGINEERING LIMITED  ,Listed    ,16 DEC 2025,               2.00,          93320370,           3763.90,   351248540643.00    
16 DEC 2025,AIIL,EQ,AUTHUM INVEST & INFRA LTD,Listed    ,16 DEC 2025,               1.00,         169845100,           2808.30,   476975994330.00      
16 DEC 2025,AILIMITED,SM,ABHISHEK INTEGRATIONS LTD,Listed    ,05 DEC 2025,              10.00,           6021570,             41.00,      246884370.00 
16 DEC 2025,AIMTRON,ST,AIMTRON ELECTRONICS LTD  ,Listed    ,16 DEC 2025,              10.00,          20413825,            803.55,    16403529078.75   
16 DEC 2025,AIRAN,EQ,AIRAN LIMITED            ,Listed    ,16 DEC 2025,               2.00,         125020000,             18.25,     2284115400.00     
16 DEC 2025,AIROLAM,EQ,AIRO LAM LIMITED         ,Listed    ,16 DEC 2025,              10.00,          15002000,            103.00,     1544905960.00   
16 DEC 2025,AISL,SM,ANI INTEGRATED SERV LTD. ,Listed    ,01 DEC 2025,              10.00,          10352200,             84.40,      873725680.00      
16 DEC 2025,AJANTPHARM,EQ,AJANTA PHARMA LIMITED    ,Listed    ,16 DEC 2025,               2.00,         124935624,           2596.20,   324357867028.80
16 DEC 2025,AJAXENGG,EQ,AJAX ENGINEERING LIMITED ,Listed    ,16 DEC 2025,               1.00,         114406800,            602.20,    68895774960.00  
16 DEC 2025,AJMERA,EQ,AJMERA REALTY & INF I LTD,Listed    ,16 DEC 2025,              10.00,          39359130,            968.30,    38111445579.00    
16 DEC 2025,AJOONI,EQ,AJOONI BIOTECH LIMITED   ,Listed    ,16 DEC 2025,               2.00,         172243598,              4.35,      750982087.30    
16 DEC 2025,AKANKSHA,SM,AKANKSHA POWER N INFRA L ,Listed    ,16 DEC 2025,              10.00,          19580520,             72.15,     1412734518.00  
16 DEC 2025,AKASH,EQ,AKASH INFRA-PROJECTS LTD ,Listed    ,16 DEC 2025,              10.00,          16862534,             26.10,      439774886.70     
16 DEC 2025,AKG,EQ,AKG EXIM LIMITED         ,Listed    ,16 DEC 2025,              10.00,          31776576,             12.40,      394665073.90       
16 DEC 2025,AKI,EQ,AKI INDIA LIMITED        ,Listed    ,16 DEC 2025,               2.00,         103205956,              7.15,      739986704.50       
16 DEC 2025,AKIKO,ST,AKIKO GLOBAL SERVICES L  ,Listed    ,16 DEC 2025,              10.00,          10769600,            261.75,     2818942800.00     
16 DEC 2025,AKSHAR,EQ,AKSHAR SPINTEX LIMITED   ,Listed    ,16 DEC 2025,               1.00,         787468500,              0.55,      417358305.00    
16 DEC 2025,AKSHARCHEM,EQ,AKSHARCHEM INDIA LIMITED ,Listed    ,16 DEC 2025,              10.00,           8033099,            250.40,     2011487989.60
16 DEC 2025,AKSHOPTFBR,EQ,AKSH OPTIFIBRE LIMITED   ,Listed    ,16 DEC 2025,               5.00,         162697971,              6.55,     1067298689.75
16 DEC 2025,AKUMS,EQ,AKUMS DRUGS AND PHARMA L ,Listed    ,16 DEC 2025,               2.00,         157393988,            420.70,    66215650751.60     
16 DEC 2025,AKZOINDIA,EQ,AKZO NOBEL INDIA LIMITED ,Listed    ,16 DEC 2025,              10.00,          45540314,           3624.00,   165038097936.00 
16 DEC 2025,ALANKIT,EQ,ALANKIT LIMITED          ,Listed    ,16 DEC 2025,               1.00,         271158100,             10.75,     2912237994.00   
16 DEC 2025,ALBERTDAVD,EQ,ALBERT DAVID LIMITED     ,Listed    ,16 DEC 2025,              10.00,           5707162,            745.15,     4252691764.30
16 DEC 2025,ALCODIS,SM,ALCOKRAFT DISTILLERIE LTD,Listed    ,15 DEC 2025,              10.00,          10250000,            104.00,     1066000000.00   
16 DEC 2025,ALEMBICLTD,EQ,ALEMBIC LIMITED          ,Listed    ,16 DEC 2025,               2.00,         256781828,            102.35,    26281620095.80
16 DEC 2025,ALICON,EQ,ALICON CASTALLOY LIMITED ,Listed    ,16 DEC 2025,               5.00,          16336840,            846.15,    13823417166.00    
16 DEC 2025,ALIVUS,EQ,ALIVUS LIFE SCIENCES LTD ,Listed    ,16 DEC 2025,               2.00,         122681348,            911.75,   111854719039.00    
16 DEC 2025,ALKALI,EQ,ALKALI METALS LTD        ,Listed    ,16 DEC 2025,              10.00,          10182506,             80.20,      816433331.10    
16 DEC 2025,ALKEM,EQ,ALKEM LABORATORIES LTD.  ,Listed    ,16 DEC 2025,               2.00,         119565000,           5663.50,   677156377500.00     
16 DEC 2025,ALKYLAMINE,EQ,ALKYL AMINES CHEM. LTD   ,Listed    ,16 DEC 2025,               2.00,          51140441,           1589.10,    81267274793.10
16 DEC 2025,ALLCARGO,EQ,ALLCARGO LOGISTICS LTD   ,Listed    ,16 DEC 2025,               2.00,         982782096,             11.10,    10918709086.55  
16 DEC 2025,ALLDIGI,EQ,ALLDIGI TECH LIMITED     ,Listed    ,16 DEC 2025,              10.00,          15238326,            838.75,    12781145932.50   
16 DEC 2025,ALLETEC,SM,ALL E TECHNOLOGIES LTD   ,Listed    ,16 DEC 2025,              10.00,          20194176,            214.20,     4325592499.20   
16 DEC 2025,ALLTIME,EQ,ALL TIME PLASTICS LIMITED,Listed    ,16 DEC 2025,               2.00,          65507778,            260.65,    17074602335.70   
16 DEC 2025,ALMONDZ,EQ,ALMONDZ GLOBAL SEC LTD   ,Listed    ,16 DEC 2025,               1.00,         173646754,             15.25,     2651585933.60   
16 DEC 2025,ALOKINDS,EQ,ALOK INDUSTRIES LIMITED  ,Listed    ,16 DEC 2025,               1.00,        4965240401,             15.85,    78798365163.85  
16 DEC 2025,ALPA,EQ,ALPA LABORATORIES LTD    ,Listed    ,16 DEC 2025,              10.00,          21040600,             78.15,     1644743702.00      
16 DEC 2025,ALPEXSOLAR,SM,ALPEX SOLAR LIMITED      ,Listed    ,16 DEC 2025,              10.00,          24473400,            848.70,    20770574580.00
16 DEC 2025,ALPHAGEO,EQ,ALPHAGEO (INDIA) LIMITED ,Listed    ,16 DEC 2025,              10.00,           6364767,            218.60,     1391401713.85  
16 DEC 2025,ALPSINDUS,BE,ALPS INDUSTRIES LTD.     ,Listed    ,16 DEC 2025,              10.00,          39114100,              3.15,      123600556.00 
16 DEC 2025,ALUWIND,SM,ALUWIND INFRA-TECH LTD   ,Listed    ,15 DEC 2025,              10.00,          24847420,             73.05,     1815104031.00   
16 DEC 2025,AMANTA,EQ,AMANTA HEALTHCARE LIMITED,Listed    ,16 DEC 2025,              10.00,          38829351,            104.05,     4039805678.05    
16 DEC 2025,AMBANIORGO,SM,AMBANI ORGOCHEM LIMITED  ,Listed    ,15 DEC 2025,              10.00,           7658659,            105.00,      804159195.00
16 DEC 2025,AMBER,EQ,AMBER ENTERPRISES (I) LTD,Listed    ,16 DEC 2025,              10.00,          35148942,           6779.50,   238292252289.00     
16 DEC 2025,AMBEY,SM,AMBEY LABORATORIES LTD   ,Listed    ,15 DEC 2025,              10.00,          24946819,             39.20,      977915304.80     
16 DEC 2025,AMBICAAGAR,EQ,AMBICA AGAR & AROMAINDLTD,Listed    ,16 DEC 2025,              10.00,          17177400,             25.30,      434759994.00
16 DEC 2025,AMBIKCO,EQ,AMBIKA COTTON MILL LTD.  ,Listed    ,16 DEC 2025,              10.00,           5725000,           1269.70,     7269032500.00   
16 DEC 2025,AMBUJACEM,EQ,AMBUJA CEMENTS LTD       ,Listed    ,16 DEC 2025,               2.00,        2471823478,            548.70,  1356289542378.60 
16 DEC 2025,AMCL,ST,ANB METAL CAST LIMITED   ,Listed    ,16 DEC 2025,              10.00,          11834780,            349.35,     4134480393.00      
16 DEC 2025,AMDIND,EQ,AMD INDUSTRIES LIMITED   ,Listed    ,16 DEC 2025,              10.00,          19166749,             50.00,      958720785.00    
16 DEC 2025,AMEYA,SM,AMEYA PRECISION ENG LTD  ,Listed    ,16 DEC 2025,              10.00,           7500000,             99.95,      749625000.00     
16 DEC 2025,AMIABLE,SM,AMIABLE LOGISTICS (I) LTD,Listed    ,15 DEC 2025,              10.00,           1748200,             63.75,      111447750.00   
16 DEC 2025,AMJLAND,EQ,AMJ LAND HOLDINGS LIMITED,Listed    ,16 DEC 2025,               2.00,          41000000,             50.95,     2089360000.00   
16 DEC 2025,AMJUMBO,SM,A AND M JUMBO BAGS LTD   ,Listed    ,16 DEC 2025,              10.00,          10500000,              7.80,       81900000.00   
16 DEC 2025,AMNPLST,EQ,AMINES & PLASTICIZERS LTD,Listed    ,16 DEC 2025,               2.00,          55020000,            205.35,    11298357000.00   
16 DEC 2025,AMRUTANJAN,EQ,AMRUTAJAN HEALTH LTD     ,Listed    ,16 DEC 2025,               1.00,          28910630,            683.90,    19771979857.00
16 DEC 2025,ANANDRATHI,EQ,ANAND RATHI WEALTH LTD   ,Listed    ,16 DEC 2025,               5.00,          83020634,           2992.40,   248430945181.60
16 DEC 2025,ANANTAM,IV,ANANTAM HIGHWAYS TRUST   ,Listed    ,16 DEC 2025,             100.00,         217500000,            103.80,    22578675000.00   
16 DEC 2025,ANANTRAJ,EQ,ANANT RAJ LIMITED        ,Listed    ,16 DEC 2025,               2.00,         343260616,            539.25,   185103287178.00  
16 DEC 2025,ANDHRAPAP,EQ,ANDHRA PAPER LIMITED     ,Listed    ,16 DEC 2025,               2.00,         198850195,             67.65,    13454204193.70 
16 DEC 2025,ANDHRSUGAR,EQ,ANDHRA SUGARS LTD        ,Listed    ,16 DEC 2025,               2.00,         135535390,             75.70,    10262739730.80
16 DEC 2025,ANGELONE,EQ,ANGEL ONE LIMITED        ,Listed    ,16 DEC 2025,              10.00,          90668586,           2532.40,   229609127186.40  
16 DEC 2025,ANIKINDS,EQ,ANIK INDUSTRIES LTD      ,Listed    ,16 DEC 2025,              10.00,          27753486,             53.35,     1481203547.80  
16 DEC 2025,ANKITMETAL,BZ,ANKIT MET & POW LTD      ,Listed    ,16 DEC 2025,              10.00,         141110500,              1.70,      241298955.00
16 DEC 2025,ANLON,SM,ANLON TECHNOLOGY SOL LTD ,Listed    ,16 DEC 2025,              10.00,           6255400,            413.00,     2583480200.00     
16 DEC 2025,ANMOL,EQ,ANMOL INDIA LIMITED      ,Listed    ,16 DEC 2025,              10.00,          56914150,             14.00,      797936383.00     
16 DEC 2025,ANNAPURNA,SM,ANNAPURNA SWADISHT LTD   ,Listed    ,16 DEC 2025,              10.00,          21820000,            225.00,     4909500000.00 
16 DEC 2025,ANONDITA,ST,ANONDITA MEDICARE LIMITED,Listed    ,16 DEC 2025,              10.00,          18086618,            705.90,    12767343646.20  
16 DEC 2025,ANSALAPI,BZ,ANSAL PROP & INFRA LTD   ,Listed    ,16 DEC 2025,               5.00,         157404876,              3.60,      565083504.85  
16 DEC 2025,ANTGRAPHIC,EQ,ANTARCTICA LTD           ,Listed    ,16 DEC 2025,               1.00,         155009600,              0.95,      145709024.00
16 DEC 2025,ANTHEM,EQ,ANTHEM BIOSCIENCES LTD   ,Listed    ,16 DEC 2025,               2.00,         561610051,            673.75,   378384771861.25    
16 DEC 2025,ANUHPHR,EQ,ANUH PHARMA LIMITED      ,Listed    ,16 DEC 2025,               5.00,         100224000,             78.55,     7872595200.00   
16 DEC 2025,ANUP,EQ,THE ANUP ENGINEERING LTD ,Listed    ,16 DEC 2025,              10.00,          20026466,           2202.40,    44106288718.40      
16 DEC 2025,ANURAS,EQ,ANUPAM RASAYAN INDIA LTD ,Listed    ,16 DEC 2025,              10.00,         113848310,           1320.50,   150336693355.00    
16 DEC 2025,ANYA,SM,ANYA POLYTECH & FERTI LTD,Listed    ,16 DEC 2025,               2.00,         120000000,             21.25,     2550000000.00      
16 DEC 2025,ANZEN,IV,ANZEN IND ENE YLD PLU TRU,Listed    ,15 DEC 2025,             100.00,         196193900,            115.00,    22562298500.00     
16 DEC 2025,APARINDS,EQ,APAR INDUSTRIES LTD.     ,Listed    ,16 DEC 2025,              10.00,          40168315,           8937.50,   359004315312.50  
16 DEC 2025,APCL,EQ,ANJANI PORTLAND CEM LTD  ,Listed    ,16 DEC 2025,              10.00,          29374764,            119.55,     3511165540.90      
16 DEC 2025,APCOTEXIND,EQ,APCOTEX INDUSTRIES LIMITE,Listed    ,16 DEC 2025,               2.00,          51844960,            377.25,    19558511160.00
16 DEC 2025,APEX,EQ,APEX FROZEN FOODS LIMITED,Listed    ,16 DEC 2025,              10.00,          31250000,            262.85,     8214062500.00      
16 DEC 2025,APEXECO,SM,APEX ECOTECH LIMITED     ,Listed    ,16 DEC 2025,              10.00,          13185200,            131.50,     1733853800.00   
16 DEC 2025,APLAPOLLO,EQ,APL APOLLO TUBES LTD     ,Listed    ,16 DEC 2025,               2.00,         277636026,           1732.90,   481115469455.40 
16 DEC 2025,APLLTD,EQ,ALEMBIC PHARMA LTD       ,Listed    ,16 DEC 2025,               2.00,         196563124,            847.15,   166518450496.60    
16 DEC 2025,APOLLO,EQ,APOLLO MICRO SYSTEMS LTD ,Listed    ,16 DEC 2025,               1.00,         333532454,            228.60,    76245518984.40    
16 DEC 2025,APOLLOHOSP,EQ,APOLLO HOSPITALS ENTER. L,Listed    ,16 DEC 2025,               5.00,         143784657,           7051.50,  1013897508835.50
