CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTSTKHUDCO30-DEC-2025,207.8900000,207.0900000,208.9000000,204.2500000,207.0300000,207.0300000,-0.4100000,11082.0000000,5871900.0000000,2116.0000000,1213415925.0000000
FUTSTKHUDCO27-JAN-2026,209.3900000,208.0800000,210.2400000,205.5500000,208.3100000,208.3100000,-0.5100000,1153.0000000,1381950.0000000,498.0000000,287394789.7500000
FUTSTKINOXWIND27-JAN-2026,127.1000000,126.3000000,127.2400000,124.6100000,125.3600000,125.3600000,-1.3600000,1684.0000000,1294150.0000000,362.0000000,162859339.5000000
FUTSTKINOXWIND24-FEB-2026,127.3600000,125.3300000,127.2300000,125.3300000,126.2000000,126.2000000,-0.9100000,223.0000000,25025.0000000,7.0000000,3160049.7500000
FUTSTKINOXWIND30-DEC-2025,126.4300000,126.2000000,126.8000000,123.8200000,124.7100000,124.7100000,-1.3600000,24916.0000000,6720688.0000000,2054.0000000,840603368.6400000
FUTSTKKAYNES27-JAN-2026,4114.5000000,4100.0000000,4153.0000000,4035.0000000,4071.0000000,4071.0000000,-1.0500000,4824.0000000,183000.0000000,1830.0000000,747654750.0000000
FUTSTKKAYNES30-DEC-2025,4098.5000000,4083.0000000,4134.5000000,4014.0000000,4048.0000000,4048.0000000,-1.2300000,31067.0000000,997700.0000000,9977.0000000,4056244050.0000000
FUTSTKKAYNES24-FEB-2026,4145.0000000,4145.0000000,4168.5000000,4062.0000000,4092.5000000,4092.5000000,-1.2600000,1021.0000000,13200.0000000,132.0000000,54268950.0000000
FUTSTKMPHASIS30-DEC-2025,2868.4000000,2860.0000000,2919.0000000,2860.0000000,2891.1000000,2891.1000000,0.7900000,22584.0000000,814550.0000000,2962.0000000,2355734397.5000000
FUTSTKMPHASIS24-FEB-2026,2895.3000000,2944.0000000,2944.0000000,2918.4000000,2930.0000000,2917.6000000,0.7700000,30.0000000,1375.0000000,5.0000000,4026687.5000000
FUTSTKMPHASIS27-JAN-2026,2886.3000000,2889.3000000,2935.0000000,2888.2000000,2909.2000000,2909.2000000,0.7900000,640.0000000,113300.0000000,412.0000000,329223620.0000000
FUTSTKNBCC27-JAN-2026,110.3700000,110.4700000,110.4700000,107.8800000,109.0600000,109.0600000,-1.1800000,983.0000000,3204500.0000000,493.0000000,348689315.0000000
FUTSTKNBCC24-FEB-2026,110.6900000,109.9900000,110.0000000,108.5000000,109.5900000,109.5900000,-0.9900000,80.0000000,182000.0000000,28.0000000,19890845.0000000
FUTSTKNBCC30-DEC-2025,109.7100000,109.7600000,109.7600000,107.1400000,108.3700000,108.3700000,-1.2200000,12739.0000000,10432500.0000000,1605.0000000,1128092550.0000000
FUTSTKNMDC27-JAN-2026,77.6600000,77.5800000,78.0600000,76.7500000,77.1200000,77.1200000,-0.6900000,2514.0000000,6108750.0000000,905.0000000,473090557.5000000
FUTSTKNMDC30-DEC-2025,77.3500000,77.3400000,77.6500000,76.4800000,76.7200000,76.7200000,-0.8100000,47658.0000000,20506500.0000000,3038.0000000,1581135862.5000000
FUTSTKNMDC24-FEB-2026,78.0600000,77.7300000,78.2600000,77.2400000,77.3800000,77.3800000,-0.8700000,229.0000000,445500.0000000,66.0000000,34617037.5000000
FUTSTKONGC24-FEB-2026,234.3000000,234.2800000,234.4700000,233.0000000,233.5500000,233.5500000,-0.3200000,492.0000000,117000.0000000,52.0000000,27341280.0000000
FUTSTKONGC30-DEC-2025,233.1400000,233.9000000,234.3900000,231.5700000,232.2000000,232.2000000,-0.4000000,40630.0000000,6468750.0000000,2875.0000000,1504519942.5000000
FUTSTKONGC27-JAN-2026,234.6100000,234.9500000,235.7900000,233.0500000,233.7400000,233.7400000,-0.3700000,3809.0000000,2668500.0000000,1186.0000000,624495667.5000000
FUTSTKSBILIFE27-JAN-2026,2028.3000000,2021.4000000,2035.3000000,2021.3000000,2032.6000000,2032.6000000,0.2100000,1258.0000000,161250.0000000,430.0000000,327329550.0000000
FUTSTKSBILIFE24-FEB-2026,2040.7000000,2040.0000000,2042.4000000,2038.2000000,2041.5000000,2035.1000000,-0.2700000,180.0000000,4875.0000000,13.0000000,9948637.5000000
FUTSTKSBILIFE30-DEC-2025,2016.3000000,2027.9000000,2027.9000000,2006.3000000,2018.5000000,2018.5000000,0.1000000,19549.0000000,714375.0000000,1905.0000000,1440737175.0000000
FUTSTKTITAGARH30-DEC-2025,775.3000000,779.3000000,783.9500000,768.0500000,772.1500000,772.1500000,-0.4000000,7521.0000000,1062850.0000000,1466.0000000,822094175.0000000
FUTSTKBIOCON27-JAN-2026,389.4000000,389.5500000,398.2500000,389.3500000,395.6000000,395.6000000,1.5900000,1193.0000000,2005000.0000000,802.0000000,793799500.0000000
FUTSTKBIOCON30-DEC-2025,386.8500000,387.8000000,395.7500000,386.7500000,393.5500000,393.5500000,1.7300000,17786.0000000,7962500.0000000,3185.0000000,3125747000.0000000
FUTSTKBIOCON24-FEB-2026,391.5000000,395.0000000,400.0000000,395.0000000,397.0500000,397.0500000,1.4100000,103.0000000,90000.0000000,36.0000000,35915875.0000000
FUTSTKCAMS24-FEB-2026,740.2000000,761.2000000,761.2000000,740.7000000,758.2000000,758.2000000,2.4300000,151.0000000,13500.0000000,18.0000000,10172100.0000000
FUTSTKCAMS30-DEC-2025,735.2000000,748.0000000,759.1000000,734.9000000,754.0000000,754.0000000,2.5500000,10384.0000000,3303750.0000000,4405.0000000,2471610825.0000000
FUTSTKCAMS27-JAN-2026,740.1000000,741.0000000,763.9000000,739.5000000,758.4000000,758.4000000,2.4700000,1937.0000000,971250.0000000,1295.0000000,729723375.0000000
FUTSTKCIPLA30-DEC-2025,1498.5000000,1502.1000000,1513.2000000,1495.8000000,1502.5000000,1502.5000000,0.2600000,32490.0000000,931875.0000000,2485.0000000,1401151800.0000000
FUTSTKCIPLA24-FEB-2026,1517.0000000,1519.0000000,1530.0000000,1516.0000000,1520.0000000,1520.0000000,0.1900000,178.0000000,12000.0000000,32.0000000,18255562.5000000
FUTSTKCIPLA27-JAN-2026,1508.8000000,1505.2000000,1523.0000000,1505.2000000,1512.9000000,1512.9000000,0.2700000,4216.0000000,381750.0000000,1018.0000000,577500975.0000000
FUTSTKDALBHARAT30-DEC-2025,2077.6000000,2073.3000000,2073.3000000,2023.4000000,2028.1000000,2028.1000000,-2.3800000,6634.0000000,577850.0000000,1778.0000000,1179743435.0000000
FUTSTKDALBHARAT27-JAN-2026,2091.2000000,2077.8000000,2080.2000000,2034.9000000,2041.4000000,2041.4000000,-2.3800000,942.0000000,163475.0000000,503.0000000,336170737.5000000
FUTSTKDALBHARAT24-FEB-2026,2095.5000000,2066.5000000,2077.0000000,2051.0000000,2056.5000000,2056.5000000,-1.8600000,28.0000000,2600.0000000,8.0000000,5366725.0000000
FUTSTKGODREJCP27-JAN-2026,1187.0000000,1186.6000000,1199.9000000,1177.3000000,1196.6000000,1196.6000000,0.8000000,673.0000000,169500.0000000,339.0000000,201865750.0000000
FUTSTKGODREJCP24-FEB-2026,1192.0000000,1192.0000000,1192.0000000,1192.0000000,1192.0000000,1199.0000000,0.5800000,23.0000000,1000.0000000,2.0000000,1192000.0000000
FUTSTKGODREJCP30-DEC-2025,1180.5000000,1184.2000000,1192.1000000,1171.0000000,1189.1000000,1189.1000000,0.7200000,18133.0000000,822500.0000000,1645.0000000,972282400.0000000
FUTSTKHDFCAMC27-JAN-2026,2563.8000000,2660.5000000,2754.8000000,2653.3000000,2748.5000000,2748.5000000,7.2000000,2483.0000000,668700.0000000,2229.0000000,1813623060.0000000
FUTSTKHDFCAMC24-FEB-2026,2579.5000000,2670.0000000,2766.0000000,2670.0000000,2763.2000000,2763.2000000,7.1200000,73.0000000,27900.0000000,93.0000000,76090710.0000000
FUTSTKHDFCAMC30-DEC-2025,2548.9000000,2620.0000000,2738.0000000,2618.0000000,2732.7000000,2732.7000000,7.2100000,16441.0000000,4525200.0000000,15084.0000000,12177308460.0000000
FUTSTKHINDALCO27-JAN-2026,855.0000000,855.0500000,868.3000000,853.7500000,863.5500000,863.5500000,1.0000000,12903.0000000,6772500.0000000,9675.0000000,5848425765.0000000
FUTSTKHINDALCO24-FEB-2026,859.4500000,859.5500000,872.0000000,858.5500000,868.2000000,868.2000000,1.0100000,378.0000000,118300.0000000,169.0000000,102536700.0000000
FUTSTKHINDALCO30-DEC-2025,849.6500000,854.1000000,862.8000000,848.2500000,858.0000000,858.0000000,0.9800000,99306.0000000,12594400.0000000,17992.0000000,10798326280.0000000
FUTSTKINDUSINDBK30-DEC-2025,834.6500000,828.0000000,843.5500000,826.3000000,835.8000000,835.8000000,0.1300000,60492.0000000,4441500.0000000,6345.0000000,3708383700.0000000
FUTSTKINDUSINDBK27-JAN-2026,839.8000000,833.8000000,848.5000000,831.5500000,841.1000000,841.1000000,0.1500000,6477.0000000,723800.0000000,1034.0000000,608036835.0000000
FUTSTKINDUSINDBK24-FEB-2026,844.8000000,841.5500000,853.5000000,836.9000000,845.4000000,845.4000000,0.0700000,675.0000000,39200.0000000,56.0000000,33129705.0000000
FUTSTKKALYANKJIL30-DEC-2025,475.3000000,471.3500000,474.6000000,468.5500000,471.9000000,471.9000000,-0.7100000,27751.0000000,1446425.0000000,1231.0000000,681940155.0000000
FUTSTKKALYANKJIL24-FEB-2026,481.0500000,477.7000000,479.2500000,475.0500000,477.3500000,477.3500000,-0.7600000,147.0000000,27025.0000000,23.0000000,12898621.2500000
FUTSTKKALYANKJIL27-JAN-2026,478.6500000,474.0500000,477.4500000,471.0000000,474.9500000,474.9500000,-0.7700000,1103.0000000,276125.0000000,235.0000000,130936771.2500000
FUTSTKLICI27-JAN-2026,852.2000000,852.7000000,853.5000000,840.0000000,852.3000000,852.3000000,0.0100000,2467.0000000,632100.0000000,903.0000000,535654945.0000000
FUTSTKLICI30-DEC-2025,847.1000000,844.8500000,849.3500000,834.6500000,848.0500000,848.0500000,0.1100000,14514.0000000,5236000.0000000,7480.0000000,4415955530.0000000
FUTSTKLICI24-FEB-2026,855.7500000,856.8000000,856.8000000,847.2000000,855.6000000,855.6000000,-0.0100000,333.0000000,37800.0000000,54.0000000,32169935.0000000
FUTSTKMANAPPURAM30-DEC-2025,286.5000000,286.1000000,291.7000000,285.1000000,287.4000000,287.4000000,0.3100000,12306.0000000,9750000.0000000,3250.0000000,2815609200.0000000
FUTSTKMANAPPURAM24-FEB-2026,289.2500000,289.2000000,293.6000000,288.8000000,289.9000000,289.9000000,0.2200000,66.0000000,90000.0000000,30.0000000,26145750.0000000
FUTSTKMANAPPURAM27-JAN-2026,288.4000000,288.7000000,293.3000000,287.0000000,289.1500000,289.1500000,0.2600000,633.0000000,1320000.0000000,440.0000000,383509650.0000000
FUTSTKMANKIND30-DEC-2025,2117.6000000,2124.5000000,2153.2000000,2099.7000000,2147.7000000,2147.7000000,1.4200000,10705.0000000,321975.0000000,1431.0000000,686395980.0000000
FUTSTKMANKIND27-JAN-2026,2130.8000000,2122.0000000,2166.9000000,2118.3000000,2160.2000000,2160.2000000,1.3700000,1062.0000000,98325.0000000,437.0000000,211085370.0000000
FUTSTKMANKIND24-FEB-2026,2144.9000000,2137.0000000,2175.0000000,2133.5000000,2170.8000000,2170.8000000,1.2000000,77.0000000,3150.0000000,14.0000000,6792480.0000000
FUTSTKPATANJALI24-FEB-2026,551.9000000,555.2000000,561.9000000,554.6500000,561.0000000,556.0500000,0.7500000,58.0000000,8100.0000000,9.0000000,4516785.0000000
FUTSTKPATANJALI27-JAN-2026,547.7000000,548.5000000,567.0000000,548.1000000,555.2500000,555.2500000,1.3700000,1477.0000000,897300.0000000,997.0000000,501984900.0000000
FUTSTKPATANJALI30-DEC-2025,544.6000000,547.8000000,564.5000000,544.5000000,552.1500000,552.1500000,1.3800000,40487.0000000,10081800.0000000,11202.0000000,5585820255.0000000
FUTSTKPNBHOUSING24-FEB-2026,904.2000000,906.8500000,920.0000000,896.5000000,906.2000000,905.4000000,0.1300000,61.0000000,15600.0000000,24.0000000,14142602.5000000
FUTSTKPNBHOUSING27-JAN-2026,902.8000000,904.0000000,917.3500000,886.3500000,903.6500000,903.6500000,0.0900000,1030.0000000,321750.0000000,495.0000000,290427800.0000000
FUTSTKPNBHOUSING30-DEC-2025,897.8000000,897.0500000,912.0000000,881.2500000,898.8000000,898.8000000,0.1100000,23990.0000000,1878500.0000000,2890.0000000,1685509605.0000000
FUTSTKPOLYCAB24-FEB-2026,7188.5000000,7145.0000000,7250.0000000,7129.5000000,7198.0000000,7198.0000000,0.1300000,86.0000000,2250.0000000,18.0000000,16163937.5000000
FUTSTKPOLYCAB27-JAN-2026,7139.0000000,7100.0000000,7205.0000000,7084.0000000,7165.0000000,7165.0000000,0.3600000,1543.0000000,78750.0000000,630.0000000,563219562.5000000
FUTSTKPOLYCAB30-DEC-2025,7103.0000000,7085.0000000,7164.0000000,7038.5000000,7122.0000000,7122.0000000,0.2600000,16523.0000000,357000.0000000,2856.0000000,2536998937.5000000
FUTSTKRBLBANK24-FEB-2026,301.7000000,303.3500000,303.3500000,302.1000000,302.1000000,301.8500000,0.0400000,41.0000000,19050.0000000,6.0000000,5774848.7500000
FUTSTKRBLBANK27-JAN-2026,299.9000000,298.6500000,303.9500000,297.1000000,300.7000000,300.7000000,0.2600000,946.0000000,1079500.0000000,340.0000000,324277037.5000000
FUTSTKRBLBANK30-DEC-2025,298.0000000,299.0000000,302.3000000,295.3000000,299.0500000,299.0500000,0.3500000,23449.0000000,7105650.0000000,2238.0000000,2125847443.7500000
FUTSTKSHREECEM30-DEC-2025,26080.0000000,26140.0000000,26160.0000000,25625.0000000,25755.0000000,25755.0000000,-1.2400000,11890.0000000,49500.0000000,1980.0000000,1279508125.0000000
FUTSTKSHREECEM24-FEB-2026,26315.0000000,26130.0000000,26130.0000000,25705.0000000,25780.0000000,25910.0000000,-1.5300000,68.0000000,675.0000000,27.0000000,17465375.0000000
FUTSTKSHREECEM27-JAN-2026,26140.0000000,26165.0000000,26190.0000000,25685.0000000,25820.0000000,25820.0000000,-1.2200000,1489.0000000,13300.0000000,532.0000000,345167000.0000000
FUTSTKSUNPHARMA30-DEC-2025,1799.2000000,1790.0000000,1790.0000000,1740.0000000,1749.5000000,1749.5000000,-2.7600000,35209.0000000,2523850.0000000,7211.0000000,4426227610.0000000
FUTSTKSUNPHARMA24-FEB-2026,1811.8000000,1772.7000000,1772.7000000,1752.0000000,1761.1000000,1761.1000000,-2.7900000,224.0000000,31150.0000000,89.0000000,54890395.0000000
FUTSTKSUNPHARMA27-JAN-2026,1810.5000000,1801.0000000,1801.0000000,1750.8000000,1761.0000000,1761.0000000,-2.7300000,7910.0000000,1194900.0000000,3414.0000000,2107966525.0000000
FUTSTKTATASTEEL27-JAN-2026,171.8800000,171.4300000,172.0000000,169.1100000,169.4800000,169.4800000,-1.3900000,8969.0000000,22044000.0000000,4008.0000000,3762266585.0000000
FUTSTKTATASTEEL24-FEB-2026,172.8200000,171.4000000,172.8600000,170.1500000,170.3800000,170.3800000,-1.4100000,554.0000000,588500.0000000,107.0000000,100757635.0000000
FUTSTKTATASTEEL30-DEC-2025,170.8100000,170.7500000,170.9900000,168.0100000,168.4100000,168.4100000,-1.4000000,37917.0000000,39501000.0000000,7182.0000000,6696361760.0000000
FUTSTKTITAN24-FEB-2026,3956.4000000,3950.0000000,3976.9000000,3948.0000000,3969.4000000,3969.4000000,0.3200000,641.0000000,10675.0000000,61.0000000,42294315.0000000
FUTSTKTITAN27-JAN-2026,3935.8000000,3926.5000000,3956.3000000,3924.4000000,3949.2000000,3949.2000000,0.3400000,8702.0000000,523775.0000000,2993.0000000,2064193442.5000000
FUTSTKTITAN30-DEC-2025,3912.7000000,3908.9000000,3932.9000000,3898.4000000,3923.2000000,3923.2000000,0.2600000,44598.0000000,995925.0000000,5691.0000000,3900547647.5000000
FUTSTKUNITDSPR27-JAN-2026,1430.1000000,1416.0000000,1421.5000000,1382.0000000,1403.1000000,1403.1000000,-1.8800000,1412.0000000,490800.0000000,1227.0000000,688080800.0000000
FUTSTKUNITDSPR24-FEB-2026,1442.5000000,1418.0000000,1418.0000000,1393.5000000,1414.7000000,1405.5000000,-2.5600000,93.0000000,18000.0000000,45.0000000,25349040.0000000
FUTSTKUNITDSPR30-DEC-2025,1422.1000000,1411.1000000,1411.1000000,1373.2000000,1393.8000000,1393.8000000,-1.9900000,28742.0000000,3602000.0000000,9005.0000000,5014846600.0000000
FUTSTKAUBANK30-DEC-2025,988.7000000,990.8500000,991.4500000,980.6000000,987.4000000,987.4000000,-0.1300000,18817.0000000,3126000.0000000,3126.0000000,3083777100.0000000
